time,tmax,tmin,tavg,prcp,wspd,pres,humidity
2025-02-04,30.6,17.0,23.9,0.0,14.3,1014.0,40.0
2025-02-05,30.4,18.1,23.9,0.0,14.6,1013.2,42.0
2025-02-06,29.7,17.4,23.4,0.0,13.9,1013.0,41.0
2025-02-07,30.0,17.2,23.4,0.0,14.6,1014.5,41.0
2025-02-08,29.8,17.6,23.6,0.0,16.1,1014.4,46.0
2025-02-09,29.6,18.0,23.6,0.0,16.5,1013.9,50.0
2025-02-10,28.9,17.0,22.7,0.0,13.8,1015.1,56.0
2025-02-11,30.6,16.5,23.2,0.0,12.5,1015.1,48.0
2025-02-12,31.6,17.0,24.3,0.0,13.3,1014.6,36.0
2025-02-13,31.9,17.7,24.9,0.0,13.4,1014.1,33.0
2025-02-14,32.0,18.4,25.3,0.0,11.8,1013.7,31.0
2025-02-15,31.3,19.1,25.3,0.0,12.9,1012.9,35.0
2025-02-16,31.8,18.8,25.0,0.0,14.0,1013.5,39.0
2025-02-17,31.8,18.3,24.6,0.0,13.6,1014.9,43.0
2025-02-18,31.6,18.3,24.8,0.0,14.9,1014.7,45.0
2025-02-19,32.8,18.8,25.7,0.0,13.1,1012.9,42.0
2025-02-20,32.7,19.5,25.6,0.0,15.3,1013.6,46.0
2025-02-21,32.3,18.5,25.3,0.0,14.1,1015.0,45.0
2025-02-22,32.1,18.5,25.4,0.0,16.4,1015.5,47.0
2025-02-23,31.8,19.7,25.6,0.0,18.2,1015.6,40.0
2025-02-24,30.5,19.2,24.6,0.0,17.2,1015.7,39.0
2025-02-25,30.1,17.4,23.7,0.0,15.9,1016.9,49.0
2025-02-26,30.6,18.6,24.3,0.0,17.1,1016.6,45.0
2025-02-27,30.8,17.9,24.2,0.0,16.4,1015.2,41.0
2025-02-28,31.4,17.7,24.5,0.0,14.8,1014.0,46.0
2025-03-01,31.3,18.6,24.6,0.0,14.2,1013.4,63.0
2025-03-02,32.1,19.6,25.7,0.0,14.2,1012.0,55.0
2025-03-03,33.1,20.2,26.7,0.0,15.3,1012.3,47.0
2025-03-04,33.1,21.5,27.2,0.0,17.5,1012.3,36.0
2025-03-05,33.2,21.6,27.6,0.0,16.1,1012.0,30.0
2025-03-06,33.3,21.9,27.4,0.0,15.3,1012.9,33.0
2025-03-07,34.0,20.3,27.0,0.0,12.4,1011.4,30.0
2025-03-08,34.1,19.6,26.7,0.0,11.2,1010.4,32.0
2025-03-09,33.6,20.1,26.5,0.0,16.7,1011.2,36.0
2025-03-10,31.6,17.7,24.5,0.0,16.9,1013.7,53.0
2025-03-11,31.2,18.2,23.4,2.5,21.6,1014.1,65.0
2025-03-12,30.7,19.9,24.5,2.3,16.7,1012.9,70.0
2025-03-13,33.9,18.6,26.3,0.0,14.8,1011.9,51.0
2025-03-14,34.4,19.7,27.4,0.0,15.9,1011.9,39.0
2025-03-15,33.7,20.4,26.9,0.0,17.1,1012.7,35.0
2025-03-16,33.4,19.7,26.6,0.0,14.9,1012.8,46.0
2025-03-17,35.0,21.3,27.3,0.0,17.4,1012.5,53.0
2025-03-18,34.7,21.4,27.8,0.0,15.2,1012.0,46.0
2025-03-19,33.8,21.5,27.1,0.0,14.4,1013.9,52.0
2025-03-20,33.1,20.2,26.4,0.0,13.2,1015.2,54.0
2025-03-21,33.9,19.9,26.7,0.0,13.7,1015.1,54.0
2025-03-22,33.1,21.5,24.7,23.8,18.4,1014.9,71.0
2025-03-23,29.6,20.1,24.1,0.1,13.4,1014.7,75.0
2025-03-24,30.7,19.8,24.6,0.0,11.9,1014.0,68.0
2025-03-25,31.1,20.0,25.2,0.0,12.9,1011.5,60.0
2025-03-26,33.5,19.6,26.4,0.0,12.1,1010.0,47.0
2025-03-27,33.9,20.5,27.3,0.0,15.1,1009.9,43.0
2025-03-28,35.1,21.7,28.0,0.0,13.0,1009.3,40.0
2025-03-29,34.9,22.2,28.4,0.0,15.7,1009.4,32.0
2025-03-30,34.4,21.9,28.0,0.0,17.4,1010.4,28.0
2025-03-31,34.3,21.4,27.9,0.0,16.7,1010.2,31.0
2025-04-01,33.3,19.6,26.3,0.0,13.9,1009.7,50.0
2025-04-02,32.6,20.3,26.1,0.1,13.9,1010.8,59.0
2025-04-03,32.7,20.5,25.3,8.0,11.6,1013.1,68.0
2025-04-04,29.0,19.8,23.3,3.0,10.4,1013.7,77.0
2025-04-05,31.1,19.5,24.9,0.0,9.8,1012.1,69.0
2025-04-06,32.9,20.8,26.8,0.0,13.3,1010.8,56.0
2025-04-07,34.7,21.0,27.7,0.0,16.5,1010.9,49.0
2025-04-08,34.3,20.2,27.5,0.0,20.6,1011.9,46.0
2025-04-09,33.2,20.5,27.4,0.0,14.2,1011.2,43.0
2025-04-10,33.1,20.8,27.2,0.0,11.1,1009.4,48.0
2025-04-11,34.0,20.7,26.3,4.7,13.0,1009.3,57.0
2025-04-12,33.4,20.6,25.7,1.5,11.0,1010.5,60.0
2025-04-13,32.1,21.0,26.2,0.3,9.0,1010.8,55.0
2025-04-14,33.6,21.4,26.8,0.7,14.1,1010.5,52.0
2025-04-15,33.6,20.7,27.2,0.0,12.3,1010.5,47.0
2025-04-16,34.0,21.7,25.6,10.8,18.2,1011.4,64.0
2025-04-17,33.2,21.0,27.1,0.1,7.6,1010.0,56.0
2025-04-18,33.6,21.3,26.7,1.1,10.4,1009.9,62.0
2025-04-19,32.8,20.9,26.8,0.0,9.8,1009.5,63.0
2025-04-20,34.3,21.0,26.7,0.1,13.1,1010.1,62.0
2025-04-21,34.1,20.8,27.4,0.0,13.7,1011.2,55.0
2025-04-22,34.5,21.8,28.2,0.0,14.1,1011.8,43.0
2025-04-23,35.4,21.6,28.9,0.0,12.5,1010.4,42.0
2025-04-24,36.1,21.0,29.0,0.0,14.6,1009.3,47.0
2025-04-25,35.5,21.7,28.8,0.0,16.3,1009.5,50.0
2025-04-26,34.2,22.5,28.5,0.0,13.9,1009.5,49.0
2025-04-27,34.2,21.9,28.0,0.0,14.3,1010.4,52.0
2025-04-28,33.4,21.8,27.5,0.0,11.1,1009.4,56.0
2025-04-29,34.2,22.0,28.1,0.2,14.4,1008.9,52.0
2025-04-30,34.6,22.4,28.5,1.0,12.2,1009.6,49.0
2025-05-01,34.5,23.1,28.3,1.3,10.7,1010.3,49.0
2025-05-02,33.7,21.7,27.1,2.9,7.8,1010.8,60.0
2025-05-03,34.4,21.2,26.4,9.3,11.1,1010.2,62.0
2025-05-04,33.7,21.3,27.2,0.3,18.5,1009.5,58.0
2025-05-05,35.3,21.7,28.0,0.0,10.9,1008.9,50.0
2025-05-06,33.9,20.9,27.3,0.0,10.0,1009.8,54.0
2025-05-07,33.5,20.8,27.5,0.0,10.7,1009.4,48.0
2025-05-08,32.7,21.7,27.1,0.0,11.4,1009.7,49.0
2025-05-09,32.3,20.7,26.7,0.1,9.2,1010.6,52.0
2025-05-10,31.5,21.4,26.9,0.7,10.1,1010.7,52.0
2025-05-11,32.0,21.0,26.0,8.0,10.9,1009.9,62.0
2025-05-12,31.2,20.8,25.6,1.2,14.5,1009.0,69.0
2025-05-13,33.4,20.7,25.1,4.7,17.9,1008.8,73.0
2025-05-14,32.4,20.7,26.1,1.6,11.2,1009.2,67.0
2025-05-15,33.1,21.0,25.7,1.8,12.8,1009.5,70.0
2025-05-16,30.9,21.3,25.3,3.6,13.4,1009.4,74.0
2025-05-17,22.7,21.0,,,7.3,,
2025-05-18,,,,,,,
